timestamp,position_lat,position_long,distance,heart_rate,altitude,speed,power,cadence
1060642914,-138942050,1991945811,3523.87,139,-5.399999999999977,10.912,276,94
1060642915,-138941277,1991946710,3534.78,139,-5.399999999999977,10.925,281,95
1060642916,-138940446,1991947563,3545.76,139,-5.399999999999977,11.005,286,94
1060642917,-138939561,1991948372,3556.82,139,-5.399999999999977,11.096,286,95
1060642918,-138938594,1991949091,3567.96,139,-5.399999999999977,11.174,276,95
1060642919,-138937582,1991949763,3579.18,139,-5.399999999999977,11.251,286,94
1060642920,-138936532,1991950387,3590.48,139,-5.399999999999977,11.328,281,95
1060642921,-138935448,1991950966,3601.85,139,-5.399999999999977,11.401,286,95
1060642922,-138934331,1991951493,3613.29,139,-5.399999999999977,11.469,276,94
1060642923,-138933182,1991951968,3624.8,139,-5.399999999999977,11.526,271,94
1060642924,-138931998,1991952358,3636.36,139,-5.399999999999977,11.561,271,94
1060642925,-138930781,1991952644,3647.94,139,-5.399999999999977,11.609,276,95
1060642926,-138929541,1991952841,3659.58,139,-5.399999999999977,11.643,286,96
1060642927,-138928290,1991952962,3671.25,139,-5.399999999999977,11.68,286,96
1060642928,-138927029,1991952970,3682.96,139,-5.399999999999977,11.718,281,94
1060642929,-138925764,1991952917,3694.7,139,-5.399999999999977,11.739,276,93
1060642930,-138924508,1991952754,3706.45,139,-5.399999999999977,11.757,271,93
1060642931,-138923263,1991952500,3718.23,139,-5.399999999999977,11.778,276,93
1060642932,-138922032,1991952201,3729.98,139,-5.399999999999977,11.702,276,94
1060642933,-138920829,1991951828,3741.65,139,-5.399999999999977,11.623,271,94
1060642934,-138919660,1991951383,3753.24,139,-5.399999999999977,11.554,281,95
1060642935,-138918530,1991950859,3764.77,139,-5.399999999999977,11.485,271,94
1060642936,-138917432,1991950284,3776.23,139,-5.399999999999977,11.422,276,94
1060642937,-138916370,1991949658,3787.63,139,-5.399999999999977,11.394,276,93
1060642938,-138915334,1991948989,3799.04,139,-5.399999999999977,11.395,271,95
1060642939,-138914324,1991948279,3810.44,139,-5.399999999999977,11.411,281,93
1060642940,-138913351,1991947514,3821.88,139,-5.399999999999977,11.445,286,96
1060642941,-138912416,1991946693,3833.36,139,-5.399999999999977,11.491,271,94
1060642942,-138911521,1991945822,3844.88,139,-5.399999999999977,11.549,276,93
1060642943,-138910671,1991944896,3856.47,139,-5.399999999999977,11.602,281,94
1060642944,-138909890,1991943905,3868.1,139,-5.399999999999977,11.651,271,94
1060642945,-138909223,1991942825,3879.77,139,-5.399999999999977,11.67,276,92
1060642946,-138908588,1991941721,3891.47,137,-5.399999999999977,11.717,281,92
1060642947,-138907997,1991940589,3903.21,137,-5.399999999999977,11.765,281,95
1060642948,-138907439,1991939431,3915.03,137,-5.399999999999977,11.842,281,93
1060642949,-138906903,1991938255,3926.89,137,-5.399999999999977,11.881,276,93
1060642950,-138906379,1991937070,3938.79,137,-5.399999999999977,11.867,281,95
1060642951,-138905872,1991935884,3950.63,137,-5.399999999999977,11.789,292,97
1060642952,-138905337,1991934721,3962.38,137,-5.399999999999977,11.72,281,93
1060642953,-138904798,1991933566,3974.07,137,-5.399999999999977,11.646,274,95
1060642954,-138904261,1991932421,3985.68,137,-5.399999999999977,11.572,286,93
1060642955,-138903692,1991931299,3997.24,137,-5.399999999999977,11.512,276,95
1060642956,-138903077,1991930210,4008.73,137,-5.399999999999977,11.449,281,94
1060642957,-138902405,1991929165,4020.15,138,-5.399999999999977,11.392,265,91
1060642958,-138901663,1991928178,4031.52,138,-5.399999999999977,11.333,267,90
1060642959,-138900817,1991927288,4042.84,138,-5.399999999999977,11.317,292,97
1060642960,-138899907,1991926522,4053.81,138,-5.600000000000023,11.361,304,98
1060642961,-138898902,1991925808,4065.21,138,-5.600000000000023,11.416,316,101
1060642962,-138897846,1991925164,4076.65,138,-5.600000000000023,11.447,334,103
1060642963,-138896737,1991924611,4088.12,138,-5.600000000000023,11.497,328,103
1060642964,-138895586,1991924136,4099.65,138,-5.800000000000011,11.542,328,103
1060642965,-138894406,1991923727,4111.23,138,-5.800000000000011,11.58,322,103
1060642966,-138893208,1991923367,4122.82,138,-5.800000000000011,11.606,340,103
1060642967,-138891995,1991923049,4134.45,138,-6,11.623,334,102
1060642968,-138890779,1991922744,4146.07,138,-6,11.61,322,102
1060642969,-138889560,1991922460,4157.67,138,-6,11.562,314,101
1060642970,-138888344,1991922189,4169.21,139,-5.800000000000011,11.48,308,102
1060642971,-138887143,1991921911,4180.63,138,-5.800000000000011,11.372,322,103
1060642972,-138885956,1991921620,4191.95,138,-5.600000000000023,11.242,328,104
1060642973,-138884785,1991921336,4203.11,138,-5.399999999999977,11.042,334,103
1060642974,-138883629,1991921111,4214.01,138,-5,10.751,322,102
1060642975,-138882504,1991920900,4224.62,138,-4.600000000000023,10.48,340,105
1060642976,-138881405,1991920690,4234.98,138,-4.199999999999989,10.237,340,105
1060642977,-138880330,1991920488,4245.11,138,-4,10.009,334,103
1060642978,-138879278,1991920300,4255.01,138,-3.6000000000000227,9.795,334,104
1060642979,-138878249,1991920102,4264.71,138,-3.1999999999999886,9.612,334,103
1060642980,-138877239,1991919895,4274.26,139,-3,9.494,322,103
1060642981,-138876234,1991919722,4283.71,139,-2.6000000000000227,9.391,328,102
1060642982,-138875239,1991919551,4293.06,139,-2.3999999999999773,9.297,328,103
1060642983,-138874262,1991919347,4302.31,141,-2,9.204,322,101
1060642984,-138873293,1991919142,4311.48,141,-1.8000000000000114,9.109,316,104
1060642985,-138872326,1991918996,4320.55,141,-1.3999999999999773,9.033,334,104
1060642986,-138871364,1991918854,4329.55,141,-1.1999999999999886,8.958,322,104
1060642987,-138870414,1991918686,4338.48,141,-0.8000000000000114,8.9,340,104
1060642988,-138869471,1991918519,4347.36,142,-0.6000000000000227,8.844,334,100
1060642989,-138868538,1991918332,4356.17,142,-0.19999999999998863,8.772,316,101
1060642990,-138867614,1991918145,4364.9,142,0,8.689,303,100
1060642991,-138866697,1991917964,4373.56,142,0.19999999999998863,8.617,311,100
1060642992,-138865787,1991917787,4382.15,142,0.6000000000000227,8.575,316,101
1060642993,-138864881,1991917584,4390.77,141,0.8000000000000114,8.644,322,102
1060642994,-138863966,1991917373,4399.47,141,0.8000000000000114,8.746,311,100
1060642995,-138863038,1991917165,4408.29,141,1,8.889,311,99
1060642996,-138862094,1991916945,4417.28,141,1,9.078,311,99
1060642997,-138861130,1991916711,4426.48,141,1,9.32,316,100
